area_sqft,bedroom_num,bathroom_num,balcony_num,property_type_code,facing_code,age_years,price_per_sqft,total_rooms,room_bath_ratio,price
1294.0,3.0,3.0,2.0,0.0,6.0,1.0,0.1143740340030912,6.0,1.0,148.0
2408.01444,3.0,4.0,3.0,0.0,1.0,3.0,0.0768267818194645,7.0,0.75,185.0
1267.0,3.0,4.0,3.0,0.0,1.0,3.0,0.13022888713496447,7.0,0.75,165.0
767.04264,2.0,2.0,1.0,0.0,5.0,1.0,0.04302238008567555,4.0,1.0,33.0
2400.0,4.0,5.0,3.0,0.0,1.0,3.0,0.08333333333333333,9.0,0.8,200.0
2125.0,3.0,3.0,3.0,0.0,2.0,7.5,0.16470588235294117,6.0,1.0,350.0
1295.01684,3.0,3.0,2.0,0.0,1.0,5.0,0.08494098038138254,6.0,1.0,110.0
999.9756,3.0,3.0,1.0,0.0,3.0,15.0,0.03500085402083811,6.0,1.0,35.0
2010.06936,4.0,4.0,2.0,0.0,6.0,3.0,0.08357920544592551,8.0,1.0,168.0
1261.0026,2.0,2.0,3.0,0.0,3.0,5.0,0.15067375753230008,4.0,1.0,190.0
1743.01452,3.0,4.0,2.0,0.0,3.0,3.0,0.07171483574330752,7.0,0.75,125.0
2088.0007199999995,4.0,4.0,3.0,1.0,7.0,3.0,0.3232757505945688,8.0,1.0,675.0
4499.99784,4.0,4.0,3.0,1.0,3.0,3.0,0.35555572622230414,8.0,1.0,1600.0
1505.02248,2.0,2.0,2.0,0.0,5.0,7.5,0.04651093317888514,4.0,1.0,70.0
1297.062,2.0,2.0,2.0,0.0,5.0,0.0,0.06167785348734294,4.0,1.0,80.0
3240.07164,3.0,3.0,2.0,1.0,1.0,7.5,0.25308082385487,6.0,1.0,819.9999999999999
1400.0,3.0,4.0,3.0,0.0,2.0,3.0,0.09642857142857143,7.0,0.75,135.0
1339.0,3.0,3.0,2.0,0.0,3.0,7.5,0.08588498879761015,6.0,1.0,115.0
1209.9812399999998,3.0,2.0,3.0,0.0,3.0,1.0,0.07850534938872276,5.0,1.5,94.99
3480.0,4.0,4.0,3.0,0.0,3.0,0.0,0.08362068965517241,8.0,1.0,291.0
4680.07956,4.0,4.0,3.0,1.0,3.0,15.0,0.15384353850599924,8.0,1.0,720.0
2408.01444,3.0,4.0,3.0,0.0,6.0,1.0,0.07350454260564983,7.0,0.75,177.0
1100.0,2.0,2.0,3.0,0.0,3.0,5.0,0.13636363636363635,4.0,1.0,150.0
2094.99732,4.0,4.0,3.0,0.0,1.0,3.0,0.04868741311802728,8.0,1.0,102.0
3762.018,5.0,5.0,2.0,1.0,7.0,15.0,0.2618275616969403,10.0,1.0,985.0
402.0354,4.0,4.0,2.0,1.0,3.0,15.0,2.611710312076996,8.0,1.0,1050.0
1700.0,3.0,3.0,3.0,0.0,5.0,3.0,0.06352941176470588,6.0,1.0,108.0
